Title,Address,Price,Cuisine,Badge Text,Description,Services,Map Iframe URL,Phone,Website,Share_URL,Lat_Name,Lng_Name,Lat_Address,Lng_Address,Google_Lat,Google_Lng
Noi by Paulo Airaudo,"5F, Four Seasons Hotel, 8 Finance Street, Central, Hong Kong, Hong Kong SAR China",$$$$,Italian Contemporary,Two Stars: Excellent cooking,"Chefs Airaudo and Troiano deliver a season-driven omakase menu that changes every two to three months. The 10+ courses prominently feature seafood shipped daily from Japan, as in the signature dish of Hokkaido red uni on egg custard. Blue lobster is painstakingly prepared and chargrilled to perfection. The food nods to Italian traditions, updated with a modern aesthetic and the latest techniques. Excellent wine pairings elevate the whole experience.","Air conditioning
                                

                                    Car park
                                

                                    Counter dining
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3196 8768,https://restaurantnoi.hk,https://maps.app.goo.gl/3ofdUUvEmjBjyJHb7,22.2866426,114.1540721,22.286375,114.1544663,22.2866377,114.156647
Temple Street Beef Offal,"18 Arthur Street, Yau Ma Tei, Hong Kong, Hong Kong SAR China",$,Street Food,Street food,"This long-standing shop is popular with locals. Tripe, intestine, pancreas or lung can be ordered individually or as an assortment, on a skewer or in a bowl. The offal soaks up the broth nicely, with three sauces on the side.",Cash only,,,,https://maps.app.goo.gl/krsjJ31WZXKxSWn1A,22.3113867,114.1679501,22.3113738,114.1679995,22.3113818,114.170525
Tai Wing Wah,"2F, 2-6 On Ning Road, Yuen Long, Hong Kong",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","This bright, fresh and long-standing Cantonese restaurant serves dim sum and ‘Walled Village’ cuisine, alongside assorted Cantonese classics. Walled village-style five-flavour chicken boasts flavoursome, velvety meat. Other specialities include roast duck with bean paste and coriander; claypot rice with lard, premium soy sauce, steamed mullet with salted lemon; and, above all, the steamed sponge cake. Also check out the seasonal menu.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2476 9888,,,,,,,,
T'ang Court,"1-2F, The Langham Hotel, 8 Peking Road, Tsim Sha Tsui, Hong Kong",$$$,Cantonese,Three Stars: Exceptional cuisine,"It’s easy to see why this restaurant remains so popular after opening its doors 30-plus years ago. Comfort and luxury are factors, thanks to the plush fabrics, beautifully dressed tables and Chinese art. But the ability and experience of the head chef and his kitchen play an even bigger part. Their soups made with top notch ingredients win the hearts of countless connoisseurs. Other specialities include Peking duck, and baked stuffed crab shell.","Air conditioning
                                

                                    Car park
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2132 7898,https://www.langhamhotels.com/en/the-langham/hong-kong/dine/tang-court/,https://maps.app.goo.gl/tQx9HoCkEfogDdvi6,22.2964168,114.1671711,22.2964168,114.1671711,22.2964119,114.169746
Yat Tung Heen,"B2F, Eaton Hotel, 380 Nathan Road, Jordan, Hong Kong, Hong Kong SAR China",$$,Cantonese,One Star: High quality cooking,"The dining room boasts dark wood panels and moody lighting, which is refreshingly different from its formerly conventional décor. Since 1990, the kitchen team has been creating traditional but refined Cantonese fare that highlights the ingredients’ natural tastes. Dim sum, barbecued meats, stir-fries and slow-cooked soups are hugely popular. Regulars also order the abalone and bird’s nest set menu for their banquet dinners in the private rooms.","Air conditioning
                                

                                    Car park
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2710 1093,https://www.yattungheen.com,https://maps.app.goo.gl/TxduoMavyr3R26tx9,22.308045,114.1691336,22.3080458,114.1691352,22.3080401,114.1717085
Jardin de Jade (Wan Chai),"G3-4, GF, Sun Hung Kai Centre, 30 Harbour Road, Wan Chai, Hong Kong",$$,Shanghainese,,"The first Hong Kong venture of the renowned Shanghai restaurant group is certainly not lacking in grandeur, with its double-height ceiling and striking chandelier. Shanghainese classics and dim sum are made the traditional way but with updated presentation. The xiao long bao with beautifully pleated paper-thin skin, soupy filling and spot-on seasoning is the jewel in the crown. The seasonal menu covers regional specialities from beyond Shanghai.","Air conditioning
                                

                                    Car park
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3528 0228,http://www.jade388.com,https://maps.app.goo.gl/GY9obQ5WY95bi6Mm7,22.2805236,114.1744792,22.2804934,114.1743584,22.2805187,114.1770541
Ju Xing Home,"GF, 416 and 418 Portland Street, Prince Edward, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","This hole-in-the-wall is always jam-packed and that's down to chef-owner Ng's cooking, not the decor or service. Cantonese stir-fries prevail, alongside a few spicy options. The must-try salt-baked Wenchang chicken is succulent, flavoursome… and tends to run out early. Live seafood is also big on the menu, eg pan-fried prawn in soy sauce or steamed eel in black bean sauce. Reservations are recommended and it's worth pre-ordering the chicken to avoid missing out.","Air conditioning
                                

                                    Credit cards not accepted",,+852 2392 9283,https://juxinghome.com,https://maps.app.goo.gl/u9WdKNUKJvXsSQw96,22.3255331,114.1649682,22.3255029,114.1649951,22.3255282,114.1675431
Man Wah,"25F, Mandarin Oriental Hotel, 5 Connaught Road Central, Central, Hong Kong, Hong Kong SAR China",$$$,Cantonese,One Star: High quality cooking,"Following a 2020 makeover, this elegant and neo-Chinese chic room now boasts a royal blue theme which works well with wood-rich details and bird cage chandeliers. The menu includes a range of traditional dishes underpinned by skilful preparation and a degree of originality. Try deep-fried matsutake mushroom pudding that melts in the mouth. For adventurous oenophiles looking for surprises, the sommelier also offers blind tasting flights.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2825 4003,https://www.mandarinoriental.com/en/hong-kong/victoria-harbour/dine/man-wah,https://maps.app.goo.gl/egWJETy64dRTWPN57,22.2819984,114.1566669,22.2818843,114.1568684,22.2819935,114.1592418
Lai Ching Heen,"GF, Regent, 18 Salisbury Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$,Cantonese,Two Stars: Excellent cooking,"Remodelled and renamed Lai Ching Heen in 2022, the main dining room can now be accessed straight from the hotel lobby. In addition to the updated décor, expansive harbour views and Hong Kong’s skyline with its electric glow remain a joy to behold. Onto the menu, all-time favourites like stuffed crab shell with crabmeat, and crispy Lung Kong chicken are still offered. Don’t miss the dim sum lunch with exquisitely crafted bite-sized morsels.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2313 2313,https://hongkong.regenthotels.com/dining destination/lai ching heen/,https://maps.app.goo.gl/7JkL1XULJZt5oofo7,22.293405,114.171432,22.2934124,114.171368,22.2934001,114.1740069
Sushi Shikon,"7F, The Landmark Mandarin Oriental Hotel, 15 Queen's Road Central, Central, Hong Kong, Hong Kong SAR China",$$$$,Sushi,Three Stars: Exceptional cuisine,"Hailing from Tokyo, the head chef Kakinuma is a master in ageing raw fish for deeper and fuller flavours. Some are aged together with pickled fish entrails that add exceptional umami. He takes meticulous care to keep flavours of each piece pristine without interfering with the next. Apart from sushi, Shimane abalone steamed in sake is also a highlight. The elegant interior design and artisan dinnerware befit the sophisticated food.","Air conditioning
                                

                                    Car park
                                

                                    Counter dining
                                

                                    Notable sake list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2643 6800,https://sushi-shikon.com,https://maps.app.goo.gl/utPjJVUu8J5AvdSMA,22.2805579,114.1552441,22.2805229,114.1553641,22.280553,114.157819
Arbor,"25F, H Queen's, 80 Queen's Road Central, Central, Hong Kong",$$$$,Innovative,Two Stars: Excellent cooking,"Calming Mediterranean colours make this place something of an oasis amid the bustle of Central. The experienced chef hails from Finland; his sophisticated dishes exhibit typical Nordic precision and deliver intense natural flavours. Quality ingredients, mostly from Japan, are prepared with classic French techniques. Only multicourse prix-fixe menus are offered; for a fee, you can double the portion size of your main course.","Air conditioning
                                

                                    Brunch
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3185 8388,http://www.arbor-hk.com,https://maps.app.goo.gl/HYx7vXF1gRD6j5Lu5,22.2829966,114.1526867,22.2829966,114.1526867,22.2829917,114.1552616
Luk Yu Tea House,"24-26 Stanley Street, Central, Hong Kong",$$,Cantonese,,"Large numbers of both regulars and tourists come to Luk Yu Tea House for the traditionally prepared and flavoursome dim sum, and its three floors fill up quickly. The animated atmosphere and subtle colonial decoration are appealing but no one really stays too long; the serving team in white jackets have seen it all before and go about their work with alacrity. Popular dishes are crispy deep fried chicken and fried noodles with sliced beef.","Air conditioning
                                

                                    Bring your own bottle
                                





                                Credit cards accepted",,+852 2523 5464,,https://maps.app.goo.gl/ycSR74N694s1NPfo7,22.2822194,114.1529837,22.2821893,114.1529278,22.2822145,114.1555586
Fook Lam Moon (Wan Chai),"35-45 Johnston Road, Wan Chai, Hong Kong",$$$,Cantonese,One Star: High quality cooking,"With 70+ years of glorious history, Fook Lam Moon is held dear by its faithful regulars as an institution in classic Cantonese cuisine. A stable kitchen team ensures the food is consistently good, be it exquisite dim sum or other traditional offerings. Standouts such as live seafood cooked various ways, deep-fried crispy chicken, baked stuffed crab shell, and gourmet soup in whole winter melon, are true delights. Some dishes need pre-ordering.","Air conditioning
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2866 0663,,https://maps.app.goo.gl/rrRQCC5QXfKq7Qrm8,22.2768655,114.1683548,22.2768909,114.1683261,22.2768606,114.1709297
Arcane,"3F, 18 On Lan Street, Central, Hong Kong, Hong Kong SAR China",$$$,European Contemporary,One Star: High quality cooking,"Aussie chef Shane Osborn lets diners witness how quality ingredients turn into artistic culinary creations in the open kitchen. Simple recipes are executed with a refined edge which allows authentic flavours to shine through. The affable sommelier is more than happy to pair your food with wine from their extensive cellar covering Europe, Oceania and The Americas - and which includes a lavish Burgundy selection. The reasonably priced lunch set menu is recommended.","Air conditioning
                                

                                    Counter dining
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Terrace
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2728 0178,http://www.arcane.hk,https://maps.app.goo.gl/ZHg2Bwe1a2sCQSXf8,22.2806337,114.1541285,22.2806251,114.1542505,22.2806288,114.1567034
Leela,"Shop 301-310, Lee Garden Three, 1 Sunning Road, Causeway Bay, Hong Kong",$$$,Indian,,"The room, furnished in a neoteric Indian style, sports a balcony for pre- or post-prandial drinks. The Indian head chef champions a menu starring specialities from all over India, with contemporary, creative twists. Every course tells a story and diners can truly experience India’s food culture from different perspectives. Try the tandoori dishes from the custom-made oven. With firm yet tender flesh, monkfish imported from France works a treat in the curry.","Air conditioning
                                

                                    Car park
                                





                                Credit cards accepted",,+852 2882 5316,https://www.leela.hk/,,,,,,,
Saya,"Shop G701, GF, Square Mile II, 18 Ka Shin Street, Tai Kok Tsui, Hong Kong",$$,Thai,"Bib Gourmand: good quality, good value cooking","A turquoise colour scheme, rattan furniture and wall coverings impart a retro tropical vibe. The menu is dominated by Isan cuisine from Northeast Thailand, mindfully prepared by a Thai kitchen team. Khao Soy bursts with aromas from the coconut milk curry and chargrilled chicken. Pla Phao, salt-crusted grilled fish seasoned with lemongrass and pandan, is served with lettuce, rice vermicelli and a tangy sauce. Lunch menu offers great value.","Air conditioning
                                





                                Credit cards accepted",,+852 9555 8452,,https://maps.app.goo.gl/Xh6zFWLwxLjiqqWEA,22.3201967,114.1586248,22.3201967,114.1586248,22.3201918,114.1611997
Mono,"5F, 18 On Lan Street, Central, Hong Kong, Hong Kong SAR China",$$$,Latin American,One Star: High quality cooking,"The Venezuelan chef serves a tasting menu that reinterprets LatAm cuisine while paying homage to his culinary roots. Colourful dishes deliver bold flavours reminiscent of the vibrancy of the continent’s culture. Danish langoustine is served with fermented Ecuadorian cacao in a rich, dense shrimp stock to accentuate the crustacean umami. The 18-ingredient green mole is silky in texture, striking a balance between aromas, heat and acidity.","Air conditioning
                                

                                    Counter dining
                                

                                    Restaurant offering vegetarian menus
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 9726 9301,http://www.mono.hk,https://maps.app.goo.gl/ZD9zGEmt4vcpsZCX8,22.2806065,114.1541583,22.2806251,114.1542505,22.2806016,114.1567332
Neighborhood,"61-63 Hollywood Road, Central, Hong Kong",$$,European Contemporary,One Star: High quality cooking,"Tucked away in an alley, this casual and bustling spot is the brainchild of owner-chef Lai, a Hongkonger trained in the U.S. The seafood-heavy menu has 20 tapas-style items on rotation, alongside large platters for sharing such as the famous salt-baked chicken rice with giblets and morels, and Hokkaido kinki paella. The daily seafood special is always a highlight – try their smoked fish in spices if available. Large platters need pre-ordering.","Air conditioning
                                

                                    Counter dining
                                





                                Credit cards accepted",,+852 2617 0891,,https://maps.app.goo.gl/93Ej2mQ9g7F5x2Y48,22.2830791,114.1503279,22.2830791,114.1503279,22.2830742,114.1529028
Mrs. Fong Chinese Desserts,"198 Temple Street, Jordan, Hong Kong, Hong Kong SAR China",$,Street Food,Street food,"This busy family-run shop moved here in 2022. Over 10 Chinese sweets are made from scratch daily, such as red bean cake or put-chai cake. Black sesame roll is especially prized for its soft-springy texture and deep flavour.",Cash only,,+852 5628 5486,,https://maps.app.goo.gl/XcFwXxujdHhAWF8Q7,22.3064123,114.1675048,22.3064123,114.1675048,22.3064074,114.1700797
Tai Wai Dining Room (Tai Wai),"98 Chik Fuk Street, Tai Wai, Hong Kong",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","The red lanterns at the entrance are a prelude to the nostalgic, Chinese-style interior. The experienced kitchen team shows respect to Cantonese traditions, but with a subtle sense of cheeky humour. Dim sum dominates the menu at lunch, and all-time favourites like duo sausage rolls and pan-fried chicken sticky rice dumplings particularly stand out. Portion sizes are generous, service is thoughtful – and the food is consistently good.","Air conditioning
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2339 0189,http://www.taiwaidining.com,https://maps.app.goo.gl/6VDFVH4UXYdt1jge7,22.374329,114.1763479,22.374241,114.1762883,22.3743241,114.1789228
Above & Beyond,"28F, Hotel Icon, 17 Science Museum Road, Tsim Sha Tsui, Hong Kong",$$$,Cantonese,,"The stylish décor, sweeping harbour views and extensive menu make this restaurant a popular choice for Cantonese dining. The chef puts a new spin on the dim sum tradition by melding imported ingredients with authentic local flavours. Signatures such as steamed Alaskan king crab dumplings, and scallop rice flour rolls with cordyceps flowers are nothing short of ingenious. The set lunch can be ordered individually with a vegan option.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3400 1318,https://www.hotel-icon.com/dining/above-beyond,https://maps.app.goo.gl/hqhKtW1Yq1vocGNf7,22.3008576,114.1771237,22.3007635,114.1771224,22.3008527,114.1796986
Chesa,"1F, The Peninsula Hotel, 22 Salisbury Road, Tsim Sha Tsui, Hong Kong",$$$,Swiss,,"Even since opening as a ‘pop-up’ restaurant created by the Swiss-born manager back in 1965, Chesa has been the go-to place in town for those wanting authentic Swiss cuisine. The Alpine chalet-style décor more than compensates for the room’s lack of windows, while the menu covers all bases, offering fondue, raclette and the famous Chemin de Fer wines. You can even specify how strong you want the brandy taste to be in your fondue.","Air conditioning
                                

                                    Car park
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2696 6769,https://www.peninsula.com/en/hong-kong/hotel-fine-dining/chesa-swiss-restaurant,https://maps.app.goo.gl/LSB7fLV14FUuMQfV7,22.2952849,114.1693101,22.2950718,114.1691068,22.29528,114.171885
Ho Hung Kee (Causeway Bay),"Shop 1204-1205, 12F, Hysan Place, 500 Hennessy Road, Causeway Bay, Hong Kong, Hong Kong SAR China",$$,Noodles and Congee,One Star: High quality cooking,"No discussion about Hong Kong’s historic noodle shops would be complete without mentioning Ho Hung Kee, which originally opened in Wan Chai in the 1940s and is famed for its springy wonton noodles and fresh, sweet soup. More elements have been added here at its new address – dim sum and some Cantonese dishes are now served too. For the interior, they’ve adopted a more contemporary, Western style aesthetic.","Air conditioning
                                

                                    Car park
                                

                                    Restaurant offering vegetarian menus
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2577 6028,http://www.tasty.com.hk,https://maps.app.goo.gl/XmjU7Seu5krRSK2C8,22.2798128,114.1812134,22.2797055,114.1813007,22.2798079,114.1837883
The Demon Celebrity,"Basement, South China Building, 1 Wyndham Street, Central, Hong Kong, Hong Kong SAR China",$$,Cantonese,One Star: High quality cooking,"The crossover between two stars of the gastronomy world, Chef Alvin Leung (a.k.a. Demon Chef) and Master Fu of the now-defunct Celebrity Cuisine was eagerly anticipated by all foodies. The two chefs put a new spin on the familiar Cantonese flavours, with collaborative efforts such as fried pork intestine stuffed with minced cuttlefish and black truffle. Chicken wing stuffed with bird’s nest, one of Fu’s specialities, can also be enjoyed here.","Air conditioning
                                





                                Credit cards accepted",,+852 2838 6629,,https://maps.app.goo.gl/TbFaKc33jSAzcDBh7,22.2812211,114.1537006,22.2812211,114.1537006,22.2812162,114.1562755
Involtini,"11F, The L. Square, 459-461 Lockhart Road, Causeway Bay, Hong Kong",$$,Italian,,"The young chef, an alumnus of Otto e Mezzo, attracts a loyal following with his fresh pasta, handmade in-house daily. Italian eggs and flour are used in the dough which is rested overnight to give it a lovely al dente texture. The signature tagliolini with springy carabineros red prawns boasts a rich sauce loaded with seafood flavours. The pasta menu is updated from time to time to keep it fresh and reflect what’s in season.","Air conditioning
                                

                                    Restaurant offering vegetarian menus
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2658 2128,http://www.involtiniconcept.com,https://maps.app.goo.gl/qvg3yEnS5k49TgJh7,22.2803072,114.1790829,22.2790171,114.181727,22.2803023,114.1816578
Yuè (Causeway Bay),"Shop 1301, Food Forum, Time Square, 1 Matheson Street, Causeway Bay, Hong Kong, Hong Kong SAR China",$$,Cantonese,,"Having worked in some prestigious kitchens in Japan and Macau for over 40 years, the chef designed a menu of refined Cantonese dishes using top-notch ingredients from around the world, such as Alaskan king crab, Japanese chillies and Taiwanese bird’s-nest fern. The classic sweet and sour pork is given a new spin with aged vinegar and dried plums, plus an option of plant-based ‘meat’. Private rooms in various sizes are perfect for parties.","Air conditioning
                                

                                    Car park
                                





                                Credit cards accepted",,+852 2838 3968,https://lubuds.com/yue-times-square-causeway-bay,https://maps.app.goo.gl/EWLMeDy4TPMTNa9x8,22.2782813,114.180585,22.2783522,114.1808571,22.2782788,114.1818725
Octavium,"8F, One Chinachem Central, 22 Des Voeux Road Central,  Central, Hong Kong, Hong Kong SAR China",$$$$,Italian,Two Stars: Excellent cooking,"The smart minimalist dining room dotted in Italian furniture provides the perfect foil for elegant Italian classics, whose flawless craftsmanship showcases the head chef’s Sicilian roots and premium Japanese produce. To experience his culinary vision in all its glory, go for the 6- or 8-course tasting menu that changes regularly to reflect the seasons. The house-made pasta, like red prawn spaghetti, is simply unmissable!","Air conditioning
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2111 9395,https://www.octavium.com.hk,https://maps.app.goo.gl/X69KoRB7rj2c62rs7,22.2824893,114.1546754,22.2824257,114.1546456,22.2824844,114.1572503
Xin Rong Ji,"GF & 1F, China Overseas Building, 139 Lockhart Road, Wan Chai, Hong Kong, Hong Kong SAR China",$$$$,Taizhou,One Star: High quality cooking,"Taizhou cuisine emphasises the natural flavours of ingredients, so dishes are only sparingly seasoned with aromatics. Braised wild-caught yellow croaker from the East China Sea is the must-try signature here; other recommendations include deep-fried conger eel and braised radish. Seasonal offerings include regional specialities like lamb offal which is rarely found in Hong Kong. Certain items require pre-ordering.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3462 3518,,https://maps.app.goo.gl/PCKuhXLU3jfdJdpn9,22.2778945,114.1702644,22.2768398,114.1712069,22.2778896,114.1728393
Yue Kee,"9 Sham Hong Road, Sham Tseng, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","From humble beginnings as a tiny countryside joint in 1958, this second-generation family business has gone big, but without losing its flair. Owning a farm that breeds Qingyuan black brown geese ensures quality and a steady supply. Chargrilled according to the owner’s family recipe and served after 11:45am, their goose is known for its distinctive smokiness, crispy skin and juicy meat. The menu also includes seafood and stir-fries.","Air conditioning
                                

                                    Car park
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2491 0105,https://yuekee.com.hk,https://maps.app.goo.gl/KbkPvj9AHYUyddYr5,22.368358,114.0571843,22.3682821,114.0571977,22.3683531,114.0597592
Kai Kai,"29 Ning Po Street, Jordan, Hong Kong, Hong Kong SAR China",$,Street Food,"Bib Gourmand: good quality, good value cooking","Traditional Chinese sweet soups like tofu skin soup with ginkgo and Job’s tears, or black sesame soup boast rich flavours. Top it with glutinous rice balls or a hard-boiled egg for extra texture.","Air conditioning
                                

                                    Cash only",,+852 2384 3862,,https://maps.app.goo.gl/kF4h5sh4kLSG2hdW7,22.3065603,114.168505,22.3065681,114.1684968,22.3065554,114.1710799
Putien (Causeway Bay),"Shop A, 7F, Lee Theatre Plaza, 99 Percival Street, Causeway Bay, Hong Kong, Hong Kong SAR China",$$,Fujian,"Bib Gourmand: good quality, good value cooking","The original restaurant was founded in Singapore in 2000 and named after a coastal city in Fujian province – the owner’s hometown. This branch comes with an easy-going atmosphere and its Fujian cuisine is respectful of tradition, with a focus on natural flavours. New items are added to the menu from time to time. Don’t miss their themed offerings that feature a particular seasonal seafood, such as razor clams or oysters.","Air conditioning
                                

                                    Car park
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2111 8080,http://www.putien.com/hongkong,https://maps.app.goo.gl/wjAYMPhDdPoDvsy6A,22.2783074,114.1805141,22.2782928,114.1806069,22.2783025,114.183089
Beefbar,"2F, Club Lusitano, 16 Ice House Street, Central, Hong Kong",$$$,Steakhouse,One Star: High quality cooking,"This branch of the Monte Carlo-based group boasts stylish décor that blends marble and leather. Quality steaks from the U.S., Australia, Japan and Korea, including the bestselling ribeye cap, are broiled then chargrilled to seal in the juices under a lightly charred crust. To start, consider beef tartare prepared tableside or one of the lighter ceviches and tacos. Kobe beef street snacks make interesting bites that show refinement as well as flavour.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2110 8853,http://www.beefbar.hk,https://maps.app.goo.gl/x2kmgD4PdX7yq3NJ7,22.2799869,114.1548527,22.2800145,114.154885,22.279982,114.1574276
Samsen (Sheung Wan),"23 Jervois Street, Sheung Wan, Hong Kong, Hong Kong SAR China",$$,Thai,"Bib Gourmand: good quality, good value cooking","Readers may recognize the name it shares with a noodle shop in Wan Chai – yes, this is a spinoff by the same owner-chef, Adam Cliff. While it shares almost the same menu as the Wan Chai branch, certain exclusive dishes stand out. For instance, its signature 11-spice Northern Thai curry takes up to eight hours to make and is the perfect companion to egg noodles. Desserts like young coconut ice cream or mango and sticky rice are also pluses.","Air conditioning
                                

                                    Counter dining
                                

                                    Restaurant offering vegetarian menus
                                





                                Credit cards accepted",,+852 2234 0080,https://www.samsen-hk.com,https://maps.app.goo.gl/7uMCHeJW2tYB4jNt6,22.2851093,114.14969,22.2851437,114.1493509,22.2851044,114.1522649
Chaat,"5F, Rosewood, 18 Salisbury Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$,Indian,One Star: High quality cooking,"‘Chaat’ means ‘to lick’ in Hindi, as the food here is so good that you’d have the urge to lick the plate. The new chef continues to deliver a menu that covers classics from all over India, re-imagined with finesse and acumen. The must-try black pepper chicken tikka from the tandoor oven is best enjoyed with its signature cocktails. The food, the fragrant spices in the glass-clad Masala room, and a terrace affording nice harbour views work together to render a feast for all the senses.","Air conditioning
                                

                                    Car park
                                

                                    Counter dining
                                

                                    Great view
                                

                                    Terrace
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3891 8732,https://www.rosewoodhotels.com/en/hong-kong/dining/chaat,https://maps.app.goo.gl/wdLXQGt2DiVJ56dx6,22.2943851,114.1718912,22.2949813,114.1732356,22.2943802,114.1744661
The Merchants,"Forty-Five, Gloucester Tower, Landmark, 15 Queen's Road Central, Central, Hong Kong, Hong Kong SAR China",$$$,Shanghainese,,"The top three floors of a prestigious office tower in Central have been remodelled into a swanky restaurant with drop-dead harbour views. Green velvet is a prominent feature, with contrasting splashes of orange on the semi-circular banquettes. Well-crafted traditional Shanghainese and Jiangzhe classics like braised wheat gluten, sautéed “dragon beard” shredded mandarin fish, pan-fried eight-treasure rice, and braised Chinese ham in osmanthus honey.","Air conditioning
                                

                                    Car park
                                





                                Credit cards accepted",,+852 2155 4141,https://themerchantshk.com/,https://maps.app.goo.gl/kTM49j8yrCUHGMSVA,22.2811708,114.1551714,22.2813624,114.1551519,22.2811659,114.1577463
Tuber Umberto Bombana,"Shop 113A, 1F, K11 Musea, 18 Salisbury Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$$,Italian,,"This dining concept by the eponymous chef is dedicated to his favourite ingredient – the white and black gold of gastronomy; its name also refers to the genus to which truffles belong. Only one degustation menu is served, combining the best seasonal ingredients from around the world with the prized fungus. Artisanal linguine with jumbo carabinero prawns from Spain stands out in particular, with the tomalley loaded with sweetness and umami.","Air conditioning
                                

                                    Car park
                                

                                    Interesting wine list
                                





                                Credit cards accepted",,+852 2133 4743,http://www.octavo.com.hk,https://maps.app.goo.gl/em3G2rzSLhyeWirG6,22.2943764,114.1718267,22.2943863,114.1718267,22.2943764,114.1718267
Sai Kwan Lo Jo,"Shop B, 18 Man Yuen Street, Jordan, Hong Kong",$,Street Food,"Bib Gourmand: good quality, good value cooking","This takeout-only shop carries both traditional and novelty snacks. Try hand-made lai fun noodles in Sai Kwan style, deep-fried sticky rice dumpling with Iberico pork, or stir-fried turnip cake with XO chilli sauce.",Credit cards accepted,,+852 5779 2338,http://www.saikwanlojo.com,https://maps.app.goo.gl/pwako2osMcQpSXfJ7,22.307581,114.1639819,22.3075821,114.1639818,22.3075761,114.1665568
Hong Kong Cuisine,"1F, Elegance Court, 2-4 Tsoi Tak Street, Happy Valley, Hong Kong",$$$,Chinese Contemporary,,"This upstairs restaurant was rebranded and remodelled in 2022. Chef Li started cooking professionally in the UK at the age of 16 and his dishes are rooted in Chinese traditions, but underpinned by modern French techniques and novel food combinations. He has an affinity for perfumed oils and the use of fried tofu and pork rind in caramelised sweet and sour Iberico pork is ingenious. His aromatic smoked soy sauce chicken is also unmissable.","Air conditioning
                                

                                    Bring your own bottle
                                

                                    Restaurant offering vegetarian menus
                                





                                Credit cards accepted",,+852 2893 3788,,,,,,,,
Hao Tang Hao Mian (Tai Wai),"GF, 20 Chik Chuen Street, Tai Wai, Hong Kong, Hong Kong SAR China",$$,Noodles,"Bib Gourmand: good quality, good value cooking","An owner-chef with over 20 years of experience in French cooking opened this 20-seater specialising in just 12 noodle soup items, each with a specific soup base and topping. The signature flat noodles in beef soup with Sichuanese beef cheek and French-style braised oxtail takes two days to make, involving eclectic techniques. The dessert menu is equally impressive – try the all-natural sorbets made in-house with fresh fruits.","Air conditioning
                                

                                    Credit cards not accepted",,+852 2813 5077,,https://maps.app.goo.gl/FqG5PTCKvJWLYm7VA,22.376223,114.1748885,22.3762329,114.1748885,22.3762181,114.1774634
