Title,Address,Price,Cuisine,Badge Text,Description,Services,Map Iframe URL,Phone,Website,google_name,google_address,maps_url,rating,user_ratings_count,phone,website,price_level,latitude,longitude,distance_meters
Jardin de Jade (Wan Chai),"G3-4, GF, Sun Hung Kai Centre, 30 Harbour Road, Wan Chai, Hong Kong",$$,Shanghainese,,"The first Hong Kong venture of the renowned Shanghai restaurant group is certainly not lacking in grandeur, with its double-height ceiling and striking chandelier. Shanghainese classics and dim sum are made the traditional way but with updated presentation. The xiao long bao with beautifully pleated paper-thin skin, soupy filling and spot-on seasoning is the jewel in the crown. The seasonal menu covers regional specialities from beyond Shanghai.","Air conditioning
                                

                                    Car park
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3528 0228,http://www.jade388.com,Jardin de Jade (Wan Chai),"Hong Kong, Wan Chai, Harbour Rd, 30號, Sun Hung Kai Centre, 地下G34舖",https://maps.google.com/?cid=8194641470449289536,4.1,303,+852 3528 0228,,PRICE_LEVEL_EXPENSIVE,22.2805187,114.1770541,
Ju Xing Home,"GF, 416 and 418 Portland Street, Prince Edward, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","This hole-in-the-wall is always jam-packed and that's down to chef-owner Ng's cooking, not the decor or service. Cantonese stir-fries prevail, alongside a few spicy options. The must-try salt-baked Wenchang chicken is succulent, flavoursome… and tends to run out early. Live seafood is also big on the menu, eg pan-fried prawn in soy sauce or steamed eel in black bean sauce. Reservations are recommended and it's worth pre-ordering the chicken to avoid missing out.","Air conditioning
                                

                                    Credit cards not accepted",,+852 2392 9283,https://juxinghome.com,418 Portland St,"418 Portland St, Prince Edward, Hong Kong",https://maps.google.com/?cid=7068063785076087556,,,,,,22.325498000000003,114.16757,
Man Wah,"25F, Mandarin Oriental Hotel, 5 Connaught Road Central, Central, Hong Kong, Hong Kong SAR China",$$$,Cantonese,One Star: High quality cooking,"Following a 2020 makeover, this elegant and neo-Chinese chic room now boasts a royal blue theme which works well with wood-rich details and bird cage chandeliers. The menu includes a range of traditional dishes underpinned by skilful preparation and a degree of originality. Try deep-fried matsutake mushroom pudding that melts in the mouth. For adventurous oenophiles looking for surprises, the sommelier also offers blind tasting flights.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2825 4003,https://www.mandarinoriental.com/en/hong-kong/victoria-harbour/dine/man-wah,Man Wah,"25/F, Mandarin Oriental Hong Kong, 5 Connaught Rd Central, Central, Hong Kong",https://maps.google.com/?cid=998974736157461343,4.4,377,+852 2825 4003,https://www.mandarinoriental.com/en/hong-kong/victoria-harbour/dine/man-wah?src=loc.dir.mohkg.ggl,PRICE_LEVEL_VERY_EXPENSIVE,22.2819935,114.15924179999999,
Lai Ching Heen,"GF, Regent, 18 Salisbury Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$,Cantonese,Two Stars: Excellent cooking,"Remodelled and renamed Lai Ching Heen in 2022, the main dining room can now be accessed straight from the hotel lobby. In addition to the updated décor, expansive harbour views and Hong Kong’s skyline with its electric glow remain a joy to behold. Onto the menu, all-time favourites like stuffed crab shell with crabmeat, and crispy Lung Kong chicken are still offered. Don’t miss the dim sum lunch with exquisitely crafted bite-sized morsels.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2313 2313,https://hongkong.regenthotels.com/dining destination/lai ching heen/,Lai Ching Heen,"18 Salisbury Rd, Tsim Sha Tsui, Hong Kong",https://maps.google.com/?cid=29666268059909879,4.5,541,+852 2313 2313,https://hongkong.regenthotels.com/dining-destination/lai-ching-heen/,PRICE_LEVEL_VERY_EXPENSIVE,22.2934001,114.1740069,
Sushi Shikon,"7F, The Landmark Mandarin Oriental Hotel, 15 Queen's Road Central, Central, Hong Kong, Hong Kong SAR China",$$$$,Sushi,Three Stars: Exceptional cuisine,"Hailing from Tokyo, the head chef Kakinuma is a master in ageing raw fish for deeper and fuller flavours. Some are aged together with pickled fish entrails that add exceptional umami. He takes meticulous care to keep flavours of each piece pristine without interfering with the next. Apart from sushi, Shimane abalone steamed in sake is also a highlight. The elegant interior design and artisan dinnerware befit the sophisticated food.","Air conditioning
                                

                                    Car park
                                

                                    Counter dining
                                

                                    Notable sake list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2643 6800,https://sushi-shikon.com,"The Landmark Mandarin Oriental, Hong Kong","15 Queen's Road Central, Central, Hong Kong",https://maps.google.com/?cid=1401294095841807977,4.5,649,+852 2132 0188,https://www.mandarinoriental.com/en/hong-kong/the-landmark?src=loc.yext.lmhkg.ggl,,22.280518,114.157939,
Arbor,"25F, H Queen's, 80 Queen's Road Central, Central, Hong Kong",$$$$,Innovative,Two Stars: Excellent cooking,"Calming Mediterranean colours make this place something of an oasis amid the bustle of Central. The experienced chef hails from Finland; his sophisticated dishes exhibit typical Nordic precision and deliver intense natural flavours. Quality ingredients, mostly from Japan, are prepared with classic French techniques. Only multicourse prix-fixe menus are offered; for a fee, you can double the portion size of your main course.","Air conditioning
                                

                                    Brunch
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3185 8388,http://www.arbor-hk.com,Arbor,"Hong Kong, Central, Queen's Road Central, 80號H Queen's 25, HK 香港島",https://maps.google.com/?cid=16318631748573716010,4.5,261,+852 3185 8388,http://arbor-hk.com/,,22.2829917,114.15526159999999,
Luk Yu Tea House,"24-26 Stanley Street, Central, Hong Kong",$$,Cantonese,,"Large numbers of both regulars and tourists come to Luk Yu Tea House for the traditionally prepared and flavoursome dim sum, and its three floors fill up quickly. The animated atmosphere and subtle colonial decoration are appealing but no one really stays too long; the serving team in white jackets have seen it all before and go about their work with alacrity. Popular dishes are crispy deep fried chicken and fried noodles with sliced beef.","Air conditioning
                                

                                    Bring your own bottle
                                





                                Credit cards accepted",,+852 2523 5464,,Luk Yu Tea House,"24-26 Stanley St, Central, Hong Kong",https://maps.google.com/?cid=6983477861568109803,3.6,1575,+852 2523 5464,,PRICE_LEVEL_EXPENSIVE,22.2822145,114.15555859999999,
Fook Lam Moon (Wan Chai),"35-45 Johnston Road, Wan Chai, Hong Kong",$$$,Cantonese,One Star: High quality cooking,"With 70+ years of glorious history, Fook Lam Moon is held dear by its faithful regulars as an institution in classic Cantonese cuisine. A stable kitchen team ensures the food is consistently good, be it exquisite dim sum or other traditional offerings. Standouts such as live seafood cooked various ways, deep-fried crispy chicken, baked stuffed crab shell, and gourmet soup in whole winter melon, are true delights. Some dishes need pre-ordering.","Air conditioning
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2866 0663,,Fook Lam Moon (Wan Chai),"Newman House, Johnston Rd, Wan Chai, Hong Kong",https://maps.google.com/?cid=17332308933281261695,4.1,516,+852 2866 0663,,PRICE_LEVEL_VERY_EXPENSIVE,22.2768606,114.17092969999999,
Arcane,"3F, 18 On Lan Street, Central, Hong Kong, Hong Kong SAR China",$$$,European Contemporary,One Star: High quality cooking,"Aussie chef Shane Osborn lets diners witness how quality ingredients turn into artistic culinary creations in the open kitchen. Simple recipes are executed with a refined edge which allows authentic flavours to shine through. The affable sommelier is more than happy to pair your food with wine from their extensive cellar covering Europe, Oceania and The Americas - and which includes a lavish Burgundy selection. The reasonably priced lunch set menu is recommended.","Air conditioning
                                

                                    Counter dining
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Terrace
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2728 0178,http://www.arcane.hk,Arcane,"3/F, 18 On Lan St, Central, Hong Kong",https://maps.google.com/?cid=14903797299492858275,4.5,269,+852 2728 0178,http://www.arcane.hk/,,22.2806288,114.15670340000001,
Leela,"Shop 301-310, Lee Garden Three, 1 Sunning Road, Causeway Bay, Hong Kong",$$$,Indian,,"The room, furnished in a neoteric Indian style, sports a balcony for pre- or post-prandial drinks. The Indian head chef champions a menu starring specialities from all over India, with contemporary, creative twists. Every course tells a story and diners can truly experience India’s food culture from different perspectives. Try the tandoori dishes from the custom-made oven. With firm yet tender flesh, monkfish imported from France works a treat in the curry.","Air conditioning
                                

                                    Car park
                                





                                Credit cards accepted",,+852 2882 5316,https://www.leela.hk/,Leela,"Shop 301-310, Lee Garden Three, 1 Sunning Rd, Causeway Bay, Hong Kong",https://maps.google.com/?cid=13275611623286300117,4.3,86,+852 2882 5316,https://www.leela.hk/,,22.2779904,114.1850841,
Saya,"Shop G701, GF, Square Mile II, 18 Ka Shin Street, Tai Kok Tsui, Hong Kong",$$,Thai,"Bib Gourmand: good quality, good value cooking","A turquoise colour scheme, rattan furniture and wall coverings impart a retro tropical vibe. The menu is dominated by Isan cuisine from Northeast Thailand, mindfully prepared by a Thai kitchen team. Khao Soy bursts with aromas from the coconut milk curry and chargrilled chicken. Pla Phao, salt-crusted grilled fish seasoned with lemongrass and pandan, is served with lettuce, rice vermicelli and a tangy sauce. Lunch menu offers great value.","Air conditioning
                                





                                Credit cards accepted",,+852 9555 8452,,Restoran Saya,"G701, G/F, Square Mile II, 18 Ka Shin St, Tai Kok Tsui, Hong Kong",https://maps.google.com/?cid=2482764200360899496,4.1,141,+852 9555 8452,https://saya.hk/,,22.320191800000003,114.1611997,
Mono,"5F, 18 On Lan Street, Central, Hong Kong, Hong Kong SAR China",$$$,Latin American,One Star: High quality cooking,"The Venezuelan chef serves a tasting menu that reinterprets LatAm cuisine while paying homage to his culinary roots. Colourful dishes deliver bold flavours reminiscent of the vibrancy of the continent’s culture. Danish langoustine is served with fermented Ecuadorian cacao in a rich, dense shrimp stock to accentuate the crustacean umami. The 18-ingredient green mole is silky in texture, striking a balance between aromas, heat and acidity.","Air conditioning
                                

                                    Counter dining
                                

                                    Restaurant offering vegetarian menus
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 9726 9301,http://www.mono.hk,Mono,"5/F, 18 On Lan St, Central, Hong Kong",https://maps.google.com/?cid=17000176867686738386,4.6,213,,http://mono.hk/,,22.2806016,114.15673319999999,
Neighborhood,"61-63 Hollywood Road, Central, Hong Kong",$$,European Contemporary,One Star: High quality cooking,"Tucked away in an alley, this casual and bustling spot is the brainchild of owner-chef Lai, a Hongkonger trained in the U.S. The seafood-heavy menu has 20 tapas-style items on rotation, alongside large platters for sharing such as the famous salt-baked chicken rice with giblets and morels, and Hokkaido kinki paella. The daily seafood special is always a highlight – try their smoked fish in spices if available. Large platters need pre-ordering.","Air conditioning
                                

                                    Counter dining
                                





                                Credit cards accepted",,+852 2617 0891,,Neighborhood,"61 Hollywood Rd, Central, Hong Kong",https://maps.google.com/?cid=9603691693117872899,3.9,246,+852 2617 0891,https://www.facebook.com/neighborhoodhk/,,22.283074199999998,114.15290279999999,
Mrs. Fong Chinese Desserts,"198 Temple Street, Jordan, Hong Kong, Hong Kong SAR China",$,Street Food,Street food,"This busy family-run shop moved here in 2022. Over 10 Chinese sweets are made from scratch daily, such as red bean cake or put-chai cake. Black sesame roll is especially prized for its soft-springy texture and deep flavour.",Cash only,,+852 5628 5486,,Mrs. Fong Dessert,"198號 Temple St, Jordan, Hong Kong",https://maps.google.com/?cid=10326709022960593556,3.8,432,+852 5628 5486,,PRICE_LEVEL_INEXPENSIVE,22.306407399999998,114.17007969999999,
Tai Wai Dining Room (Tai Wai),"98 Chik Fuk Street, Tai Wai, Hong Kong",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","The red lanterns at the entrance are a prelude to the nostalgic, Chinese-style interior. The experienced kitchen team shows respect to Cantonese traditions, but with a subtle sense of cheeky humour. Dim sum dominates the menu at lunch, and all-time favourites like duo sausage rolls and pan-fried chicken sticky rice dumplings particularly stand out. Portion sizes are generous, service is thoughtful – and the food is consistently good.","Air conditioning
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2339 0189,http://www.taiwaidining.com,Tai Wai Dining Room,"92號 Chik Fuk St, Tai Wai, Hong Kong",https://maps.google.com/?cid=17658061083364481991,4,874,+852 2339 0189,https://taiwaidining.com/web/booking.php,PRICE_LEVEL_MODERATE,22.3743241,114.1789228,
Above & Beyond,"28F, Hotel Icon, 17 Science Museum Road, Tsim Sha Tsui, Hong Kong",$$$,Cantonese,,"The stylish décor, sweeping harbour views and extensive menu make this restaurant a popular choice for Cantonese dining. The chef puts a new spin on the dim sum tradition by melding imported ingredients with authentic local flavours. Signatures such as steamed Alaskan king crab dumplings, and scallop rice flour rolls with cordyceps flowers are nothing short of ingenious. The set lunch can be ordered individually with a vegan option.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3400 1318,https://www.hotel-icon.com/dining/above-beyond,Above & Beyond,"28/F, Hotel Icon, 17 Science Museum Rd, Tsim Sha Tsui, Hong Kong",https://maps.google.com/?cid=9003839625804790148,4.2,672,+852 3400 1318,http://www.hotel-icon.com/dining/above-beyond?utm_source=google-local&utm_medium=listing,PRICE_LEVEL_EXPENSIVE,22.3008527,114.1796986,
Chesa,"1F, The Peninsula Hotel, 22 Salisbury Road, Tsim Sha Tsui, Hong Kong",$$$,Swiss,,"Even since opening as a ‘pop-up’ restaurant created by the Swiss-born manager back in 1965, Chesa has been the go-to place in town for those wanting authentic Swiss cuisine. The Alpine chalet-style décor more than compensates for the room’s lack of windows, while the menu covers all bases, offering fondue, raclette and the famous Chemin de Fer wines. You can even specify how strong you want the brandy taste to be in your fondue.","Air conditioning
                                

                                    Car park
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2696 6769,https://www.peninsula.com/en/hong-kong/hotel-fine-dining/chesa-swiss-restaurant,Chesa,"1/F, The Peninsula, Salisbury Rd, Tsim Sha Tsui, Hong Kong",https://maps.google.com/?cid=1872797333103250752,4.3,218,+852 2696 6769,https://www.peninsula.com/en/hong-kong/hotel-fine-dining/chesa-swiss-restaurant,PRICE_LEVEL_VERY_EXPENSIVE,22.295279999999998,114.17188499999999,
Ho Hung Kee (Causeway Bay),"Shop 1204-1205, 12F, Hysan Place, 500 Hennessy Road, Causeway Bay, Hong Kong, Hong Kong SAR China",$$,Noodles and Congee,One Star: High quality cooking,"No discussion about Hong Kong’s historic noodle shops would be complete without mentioning Ho Hung Kee, which originally opened in Wan Chai in the 1940s and is famed for its springy wonton noodles and fresh, sweet soup. More elements have been added here at its new address – dim sum and some Cantonese dishes are now served too. For the interior, they’ve adopted a more contemporary, Western style aesthetic.","Air conditioning
                                

                                    Car park
                                

                                    Restaurant offering vegetarian menus
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2577 6028,http://www.tasty.com.hk,Ho Hung Kee Congee & Noodle,"12F, Hysan Place, 500號 Hennessy Rd, Causeway Bay, Hong Kong",https://maps.google.com/?cid=1363387194553389244,3.9,1289,+852 2577 6060,https://m.facebook.com/hohungkee/?locale2=zh_HK,PRICE_LEVEL_MODERATE,22.279807899999998,114.18378829999999,
The Demon Celebrity,"Basement, South China Building, 1 Wyndham Street, Central, Hong Kong, Hong Kong SAR China",$$,Cantonese,One Star: High quality cooking,"The crossover between two stars of the gastronomy world, Chef Alvin Leung (a.k.a. Demon Chef) and Master Fu of the now-defunct Celebrity Cuisine was eagerly anticipated by all foodies. The two chefs put a new spin on the familiar Cantonese flavours, with collaborative efforts such as fried pork intestine stuffed with minced cuttlefish and black truffle. Chicken wing stuffed with bird’s nest, one of Fu’s specialities, can also be enjoyed here.","Air conditioning
                                





                                Credit cards accepted",,+852 2838 6629,,The Demon Celebrity,"South China Building, 1號 Wyndham St, Central, Hong Kong",https://maps.google.com/?cid=449543526794845564,4.3,44,+852 2838 6629,http://www.thedemoncelebrity.com/,,22.2812162,114.15627549999999,
Involtini,"11F, The L. Square, 459-461 Lockhart Road, Causeway Bay, Hong Kong",$$,Italian,,"The young chef, an alumnus of Otto e Mezzo, attracts a loyal following with his fresh pasta, handmade in-house daily. Italian eggs and flour are used in the dough which is rested overnight to give it a lovely al dente texture. The signature tagliolini with springy carabineros red prawns boasts a rich sauce loaded with seafood flavours. The pasta menu is updated from time to time to keep it fresh and reflect what’s in season.","Air conditioning
                                

                                    Restaurant offering vegetarian menus
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2658 2128,http://www.involtiniconcept.com,The L. Square,"459 Lockhart Rd, Causeway Bay, Hong Kong",https://maps.google.com/?cid=7611010209583521599,3.8,129,,,PRICE_LEVEL_MODERATE,22.2803498,114.1816424,
Yuè (Causeway Bay),"Shop 1301, Food Forum, Time Square, 1 Matheson Street, Causeway Bay, Hong Kong, Hong Kong SAR China",$$,Cantonese,,"Having worked in some prestigious kitchens in Japan and Macau for over 40 years, the chef designed a menu of refined Cantonese dishes using top-notch ingredients from around the world, such as Alaskan king crab, Japanese chillies and Taiwanese bird’s-nest fern. The classic sweet and sour pork is given a new spin with aged vinegar and dried plums, plus an option of plant-based ‘meat’. Private rooms in various sizes are perfect for parties.","Air conditioning
                                

                                    Car park
                                





                                Credit cards accepted",,+852 2838 3968,https://lubuds.com/yue-times-square-causeway-bay,YUÈ,"Shop 1301, 13/F, Times Square, 1 Matheson St, Causeway Bay, Hong Kong",https://maps.google.com/?cid=8393122869526653201,4,80,+852 2838 3968,https://lubuds.com/yue-times-square-causeway-bay/,,22.2782788,114.1818725,
Octavium,"8F, One Chinachem Central, 22 Des Voeux Road Central,  Central, Hong Kong, Hong Kong SAR China",$$$$,Italian,Two Stars: Excellent cooking,"The smart minimalist dining room dotted in Italian furniture provides the perfect foil for elegant Italian classics, whose flawless craftsmanship showcases the head chef’s Sicilian roots and premium Japanese produce. To experience his culinary vision in all its glory, go for the 6- or 8-course tasting menu that changes regularly to reflect the seasons. The house-made pasta, like red prawn spaghetti, is simply unmissable!","Air conditioning
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2111 9395,https://www.octavium.com.hk,ONE CHINACHEM CENTRAL,"22號 Des Voeux Rd Central, Central, Hong Kong",https://maps.google.com/?cid=11620636332504065597,4.5,2,,,,22.2823371,114.157403,
Xin Rong Ji,"GF & 1F, China Overseas Building, 139 Lockhart Road, Wan Chai, Hong Kong, Hong Kong SAR China",$$$$,Taizhou,One Star: High quality cooking,"Taizhou cuisine emphasises the natural flavours of ingredients, so dishes are only sparingly seasoned with aromatics. Braised wild-caught yellow croaker from the East China Sea is the must-try signature here; other recommendations include deep-fried conger eel and braised radish. Seasonal offerings include regional specialities like lamb offal which is rarely found in Hong Kong. Certain items require pre-ordering.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3462 3518,,Xin Rong Ji Restaurant,"138號 Lockhart Rd, Wan Chai, Hong Kong",https://maps.google.com/?cid=4794766344980599450,4.3,226,+852 3462 3516,,PRICE_LEVEL_VERY_EXPENSIVE,22.277889599999998,114.17283929999999,
Yue Kee,"9 Sham Hong Road, Sham Tseng, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","From humble beginnings as a tiny countryside joint in 1958, this second-generation family business has gone big, but without losing its flair. Owning a farm that breeds Qingyuan black brown geese ensures quality and a steady supply. Chargrilled according to the owner’s family recipe and served after 11:45am, their goose is known for its distinctive smokiness, crispy skin and juicy meat. The menu also includes seafood and stir-fries.","Air conditioning
                                

                                    Car park
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2491 0105,https://yuekee.com.hk,Yue Kee Roast Goose Restaurant,"9號 Sham Hong Rd, Ting Kau, Hong Kong",https://maps.google.com/?cid=11663224428888673699,3.9,2478,+852 2491 0105,http://www.yuekee.com.hk/,PRICE_LEVEL_MODERATE,22.3683531,114.05975919999999,
Kai Kai,"29 Ning Po Street, Jordan, Hong Kong, Hong Kong SAR China",$,Street Food,"Bib Gourmand: good quality, good value cooking","Traditional Chinese sweet soups like tofu skin soup with ginkgo and Job’s tears, or black sesame soup boast rich flavours. Top it with glutinous rice balls or a hard-boiled egg for extra texture.","Air conditioning
                                

                                    Cash only",,+852 2384 3862,,Kai Kai Dessert,"Hong Kong, Jordan, Ning Po St, 29號 號 地下",https://maps.google.com/?cid=17210595777300436244,4.2,4469,+852 2384 3862,https://app.eats365pos.com/hk/en/kaikai_jordan,PRICE_LEVEL_INEXPENSIVE,22.3065554,114.1710799,
Putien (Causeway Bay),"Shop A, 7F, Lee Theatre Plaza, 99 Percival Street, Causeway Bay, Hong Kong, Hong Kong SAR China",$$,Fujian,"Bib Gourmand: good quality, good value cooking","The original restaurant was founded in Singapore in 2000 and named after a coastal city in Fujian province – the owner’s hometown. This branch comes with an easy-going atmosphere and its Fujian cuisine is respectful of tradition, with a focus on natural flavours. New items are added to the menu from time to time. Don’t miss their themed offerings that feature a particular seasonal seafood, such as razor clams or oysters.","Air conditioning
                                

                                    Car park
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2111 8080,http://www.putien.com/hongkong,Lee Theatre,"99 Percival St, Causeway Bay, Hong Kong",https://maps.google.com/?cid=13510435043483383966,3.9,3710,+852 2886 7302,https://www.leegardens.com.hk/at-the-heart-of-hong-kong-island.aspx?lang=zh-HK,,22.2782879,114.1831818,
Beefbar,"2F, Club Lusitano, 16 Ice House Street, Central, Hong Kong",$$$,Steakhouse,One Star: High quality cooking,"This branch of the Monte Carlo-based group boasts stylish décor that blends marble and leather. Quality steaks from the U.S., Australia, Japan and Korea, including the bestselling ribeye cap, are broiled then chargrilled to seal in the juices under a lightly charred crust. To start, consider beef tartare prepared tableside or one of the lighter ceviches and tacos. Kobe beef street snacks make interesting bites that show refinement as well as flavour.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2110 8853,http://www.beefbar.hk,Beefbar Hong Kong,"2/F, Club Lusitano, 16 Ice House St, Central, Hong Kong",https://maps.google.com/?cid=1085711990835888328,4.4,408,+852 2110 8853,https://beefbar.com/hong-kong/,PRICE_LEVEL_VERY_EXPENSIVE,22.279982,114.15742759999999,
Samsen (Sheung Wan),"23 Jervois Street, Sheung Wan, Hong Kong, Hong Kong SAR China",$$,Thai,"Bib Gourmand: good quality, good value cooking","Readers may recognize the name it shares with a noodle shop in Wan Chai – yes, this is a spinoff by the same owner-chef, Adam Cliff. While it shares almost the same menu as the Wan Chai branch, certain exclusive dishes stand out. For instance, its signature 11-spice Northern Thai curry takes up to eight hours to make and is the perfect companion to egg noodles. Desserts like young coconut ice cream or mango and sticky rice are also pluses.","Air conditioning
                                

                                    Counter dining
                                

                                    Restaurant offering vegetarian menus
                                





                                Credit cards accepted",,+852 2234 0080,https://www.samsen-hk.com,Samsen (Sheung Wan),"G/F, 23 Jervois St, Sheung Wan, Hong Kong",https://maps.google.com/?cid=5023311249184759949,4.4,740,+852 2234 0080,http://www.samsen-hk.com/,PRICE_LEVEL_MODERATE,22.285104399999998,114.15226489999999,
Chaat,"5F, Rosewood, 18 Salisbury Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$,Indian,One Star: High quality cooking,"‘Chaat’ means ‘to lick’ in Hindi, as the food here is so good that you’d have the urge to lick the plate. The new chef continues to deliver a menu that covers classics from all over India, re-imagined with finesse and acumen. The must-try black pepper chicken tikka from the tandoor oven is best enjoyed with its signature cocktails. The food, the fragrant spices in the glass-clad Masala room, and a terrace affording nice harbour views work together to render a feast for all the senses.","Air conditioning
                                

                                    Car park
                                

                                    Counter dining
                                

                                    Great view
                                

                                    Terrace
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3891 8732,https://www.rosewoodhotels.com/en/hong-kong/dining/chaat,CHAAT,"5/F Rosewood, Victoria Dockside, 18 Salisbury Rd, Tsim Sha Tsui, Hong Kong",https://maps.google.com/?cid=13403699399318259794,4.4,288,+852 3891 8732,https://www.rosewoodhotels.com/en/hong-kong/dining/chaat,,22.2943802,114.17446609999999,
The Merchants,"Forty-Five, Gloucester Tower, Landmark, 15 Queen's Road Central, Central, Hong Kong, Hong Kong SAR China",$$$,Shanghainese,,"The top three floors of a prestigious office tower in Central have been remodelled into a swanky restaurant with drop-dead harbour views. Green velvet is a prominent feature, with contrasting splashes of orange on the semi-circular banquettes. Well-crafted traditional Shanghainese and Jiangzhe classics like braised wheat gluten, sautéed “dragon beard” shredded mandarin fish, pan-fried eight-treasure rice, and braised Chinese ham in osmanthus honey.","Air conditioning
                                

                                    Car park
                                





                                Credit cards accepted",,+852 2155 4141,https://themerchantshk.com/,Gloucester Tower,"15 Queen's Road Central, Central, Hong Kong",https://maps.google.com/?cid=6817271315568362483,4.1,209,+852 2842 8428,https://www.hkland.com/en/properties/china/hong-kong/gloucester-tower.html,,22.281529799999998,114.15768089999999,
Tuber Umberto Bombana,"Shop 113A, 1F, K11 Musea, 18 Salisbury Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$$,Italian,,"This dining concept by the eponymous chef is dedicated to his favourite ingredient – the white and black gold of gastronomy; its name also refers to the genus to which truffles belong. Only one degustation menu is served, combining the best seasonal ingredients from around the world with the prized fungus. Artisanal linguine with jumbo carabinero prawns from Spain stands out in particular, with the tomalley loaded with sweetness and umami.","Air conditioning
                                

                                    Car park
                                

                                    Interesting wine list
                                





                                Credit cards accepted",,+852 2133 4743,http://www.octavo.com.hk,TUBER Umberto Bombana (K11 MUSEA),"18 Salisbury Road Shop 113A, K11 Musea, Tsim Sha Tsui, Hong Kong",https://maps.google.com/?cid=1801147327447862758,4.7,19,+852 2133 4743,http://www.octavo.com.hk/,,22.2943715,114.1744016,
Sai Kwan Lo Jo,"Shop B, 18 Man Yuen Street, Jordan, Hong Kong",$,Street Food,"Bib Gourmand: good quality, good value cooking","This takeout-only shop carries both traditional and novelty snacks. Try hand-made lai fun noodles in Sai Kwan style, deep-fried sticky rice dumpling with Iberico pork, or stir-fried turnip cake with XO chilli sauce.",Credit cards accepted,,+852 5779 2338,http://www.saikwanlojo.com,西關老祖 Sai Kwan Lo Jo,"18b, 18 Man Yuen St, Jordan, Hong Kong",https://maps.google.com/?cid=7526281315176120041,3.7,35,+852 5779 2338,http://bit.ly/m/saikwanlojo,,22.3075761,114.1665568,
Hong Kong Cuisine,"1F, Elegance Court, 2-4 Tsoi Tak Street, Happy Valley, Hong Kong",$$$,Chinese Contemporary,,"This upstairs restaurant was rebranded and remodelled in 2022. Chef Li started cooking professionally in the UK at the age of 16 and his dishes are rooted in Chinese traditions, but underpinned by modern French techniques and novel food combinations. He has an affinity for perfumed oils and the use of fried tofu and pork rind in caramelised sweet and sour Iberico pork is ingenious. His aromatic smoked soy sauce chicken is also unmissable.","Air conditioning
                                

                                    Bring your own bottle
                                

                                    Restaurant offering vegetarian menus
                                





                                Credit cards accepted",,+852 2893 3788,,Hong Kong Cuisine,"1/F, Elegance Court, 2-4 Tsoi Tak St, Happy Valley, Hong Kong",https://maps.google.com/?cid=6334481256071880956,4.2,163,+852 2893 3788,http://www.1983hkc.com/,PRICE_LEVEL_MODERATE,22.269490299999998,114.18580589999999,
