page,season,episode,episode_title,category,name,address,note
rajasthan-india-episode.html,2,9,Rajasthan India,restaurant,Paps Juice,"Chandpole Road, Udaipur, India",Juices and amazing Museli fruit curd.
rajasthan-india-episode.html,2,9,Rajasthan India,restaurant,Chirag Restaurant,"36, Gadiya devra, Chandpole road, Udaipur 313001, India",Great Indian based meals and soups.
rio-de-janeiro-episode.html,8,15,Rio de Janeiro,hotel,Casa Beleza,"Santa Teresa, Rio de Janeiro, 20240, Brazil",Fantastic bed and breakfast establishment.
rio-de-janeiro-episode.html,8,15,Rio de Janeiro,activity,Rocinha Favela,"Rio de Janeiro, Brazil",Take a tour of this historical area.
rio-de-janeiro-episode.html,8,15,Rio de Janeiro,restaurant,Galeto Sat's,"Rua Barato Ribeiro, 7, Copacabana, Rio de Janeiro, Brazil",A favorite amongst the locals.
rio-de-janeiro-episode.html,8,15,Rio de Janeiro,restaurant,Bar Urca,"Rua Candido Gaffree, 205, Urca, Rio de Janeiro, Brazil",Nice selection of fresh seafood dishes.
rio-de-janeiro-episode.html,8,15,Rio de Janeiro,restaurant,Cadeg Market - Adega Cesari,"Rua Capitao Felix, 110, Benfica, Rio de Janeiro, Brazil","Fantastic open-market, grab a quick bite."
rio-de-janeiro-episode.html,8,15,Rio de Janeiro,restaurant,Barraca Do Uruguay,"Ipanema Beach, Rio de Janeiro, Brazil",Sandwiches and caipirinha on the beach!
rio-de-janeiro-episode.html,8,15,Rio de Janeiro,restaurant,Padaria e Confeitaria Ipanema,"Rua Visc de Piraj 325, Ipanema, Rio de Janeiro, Brazil","Refreshing juice bar, try a few samples."
rio-de-janeiro-episode.html,8,15,Rio de Janeiro,restaurant,Mirante Da Prainha,"Prainha Beach, Rio de Janeiro, Brazil",Good seafood at this seaside restaurant.
romania-episode.html,4,8,Romania,hotel,Athenee Palace Hilton,"1-3 Episcopiei St., District 1, Bucharest, Romania 010292",Nice place to call home while away.
romania-episode.html,4,8,Romania,activity,Bran Castle,"Bran Castle E574, Bran, Romania",Dracula's castle in Transylvania.
romania-episode.html,4,8,Romania,restaurant,Jaristea Restaurant,"George Georgescu, Bucharest, Romania",Classic meals such as a whole roasted pig!
romania-episode.html,4,8,Romania,restaurant,Vacamuuu,"Calea Floreasca 111, Sector 1, Bucharest, Romania",Amazing Steakhouse you'll really enjoy.
romania-episode.html,4,8,Romania,restaurant,La Ceaunu' Crapat,"Bulevardul Dacia 19, Bucharest 010403, Romania",Affordable traditional Romanian cuisine.
romania-episode.html,4,8,Romania,restaurant,Origo Coffee Shop,"Lipscani Street, Bucharest 050071, Romania",Some of the best coffee and deserts today.
rome-episode.html,6,20,Rome,hotel,Eurogarden Hotel Rome,"Salita Castel Giubileo, 197/215, 00138 Rome, Italy",Good location and great morning coffee.
rome-episode.html,6,20,Rome,activity,St. Peter's Basillica,"Vatican City, Rome, Italy",Most famous and interesting church today.
rome-episode.html,6,20,Rome,restaurant,Filipo La Mantia,"Majestic Hotel, Via Veneto, Roma, Italy",Prepare yourself for multi-course dishes.
rome-episode.html,6,20,Rome,restaurant,A Casa di Rita,"Via delle ciliegie 145/E, Roma, Italy","Very popular trattoria, once a home."
rome-episode.html,6,20,Rome,restaurant,Ristorante Paris,"Piazza di San Calisto, 7/a, Roma, Italy",Best place to experience local Roman food.
rome-episode.html,6,20,Rome,restaurant,Lido,"Lungomare delle Meduse, 114-116, Torvaianica, Italy",Great assortment of BBQ seafood.
rome-episode.html,6,20,Rome,restaurant,Nonna Betta e il Giardino Romano,"Via del Portico d'Ottavia, 16, Roma, Italy",You've never had artichoke like this.
rome-episode.html,6,20,Rome,restaurant,Roma Sparita,"Piazza Santa Cecilia, 24, Roma, Italy","Best pasta in Italy, the Cacio e Pepe!"
russia-episode.html,3,5,Russia,hotel,Swissotel Krasnye Holmy,"Kosmodamianskaya Nab. 52, Bld. 6, Moscow 115054, Russia","True luxury in a perfect, central location."
russia-episode.html,3,5,Russia,activity,Izmailovo Flea Market,"Moscow, Russia",Explore the booths and shashlykh kebabs.
russia-episode.html,3,5,Russia,restaurant,Gorki Restaurant,"Moscow, 1st Tverskaya-Yamskay, 3",Try the fresh vodka and caviar with rabbit.
russia-episode.html,3,5,Russia,restaurant,Twenty-Two,"Noviy Arbat, 22, Moscow 119019, Russia",Open kitchen and wine bar.. #1 place to eat.
russia-episode.html,3,5,Russia,restaurant,Sok Cafe,"Lavrushinsky per., 15, str. 1, Moscow, Russia",International foods and different flavors.
russia-episode.html,3,5,Russia,restaurant,Wokker,"Kozhevnicheskaya St, 3 build 1, Moscow, Russia",A taste of Asian cuisine at this location.
san-francisco-episode.html,5,15,San Francisco,hotel,Hotel Monaco,"501 Geary St., San Francisco, CA",Comfortable and conveniently located.
san-francisco-episode.html,5,15,San Francisco,activity,Persian Aub Zam Zam Club,"1633 Haight St., San Francisco, CA",Mixing some of the best martini's around.
san-francisco-episode.html,5,15,San Francisco,restaurant,Sebo Sushi,"517 Hayes St., San Francisco, CA","Authentic sushi dishes, delightful."
san-francisco-episode.html,5,15,San Francisco,restaurant,Tadich Grill,"240 California St., San Francisco, CA",Great fresh assortment of seafood.
san-francisco-episode.html,5,15,San Francisco,restaurant,Tamales Mi Lupita Taco Truck,"3340 Foothill Blvd., San Francisco, CA",Visit the mobile food truck for tacos.
san-francisco-episode.html,5,15,San Francisco,restaurant,Pirate Cat Radio Cafe,"2781 21st St., San Francisco, CA","Interesting coffee drink, pork flavored."
san-francisco-episode.html,5,15,San Francisco,restaurant,Incanto Restaurant & Wine Bar,"1550 Church St., San Francisco, CA",Unique blend of dishes using offal.
san-francisco-episode.html,5,15,San Francisco,restaurant,Ferry Building Marketplace,"San Francisco, CA",Plenty of fresh local choices to eat.
sardinia-episode.html,5,20,Sardinia,hotel,Zia Forica,"Corso Margherita di Savoia, 39 - 07100 Sassari, SS, Italy",Great place to stay and eat well.
sardinia-episode.html,5,20,Sardinia,activity,Fogarizzu Knives,"6 Via Crispi, 07016 Pattada, SS, Italy",Experience the art of patadese knife making.
sardinia-episode.html,5,20,Sardinia,restaurant,Su Gologone,"08025 Oliena, Nuoro, Italy",Some local cheeses and cured meats.
sardinia-episode.html,5,20,Sardinia,restaurant,Agriturismo Roccas,"Loc. Sedda e Ortai Monte Ortobene, (8100) Nuoro, Italy",Try the traditional spit-roasted meats.
sardinia-episode.html,5,20,Sardinia,restaurant,Agriturismo Predas Rujas,"Loc. Pedras Rujas, (8020) Torpe -- Posada, Nuoro, Italy",Excellent wild boar meat with pastas.
sardinia-episode.html,5,20,Sardinia,restaurant,Il Rifugio,"Via a Mereu 28, 36, Nuoro, Sardinia, Italy","Relaxed local atmosphere, great dishes."
saudi-arabia-episode.html,4,13,Saudi Arabia,hotel,Rosewood Corniche Hotel,"Jeddah 21572, Saudi Arabia",Enjoyable stay and great dining experience.
saudi-arabia-episode.html,4,13,Saudi Arabia,activity,King's Fountain,"Corniche Street, Jeddah, Saudi Arabia","A fountain almost 900 feet tall, amazing!"
saudi-arabia-episode.html,4,13,Saudi Arabia,restaurant,Abu Abdullah's,"The Souk Market in the Old Town, Jeddah",Experience Goat or Lamb meats or brains!
saudi-arabia-episode.html,4,13,Saudi Arabia,restaurant,Al Baik,"Al Jazirah Mall, Madinah, Saudi Arabia","Casual dining experience, worth the visit."
saudi-arabia-episode.html,4,13,Saudi Arabia,restaurant,Al Nakheel,"Corniche Road, Palm Gardens, Jeddah, Saudi Arabia",An authentic menu of middle eastern delights.
saudi-arabia-episode.html,4,13,Saudi Arabia,restaurant,19th Century Burger,"Amir Sultan Street, Jeddah, Saudi Arabia",Some seriously great burgers here.
shanghai-episode.html,3,7,Shanghai,hotel,Zen Garden Hotel,"Lijiang Old Town, Lijiang",If you want to truly find your inner self.
shanghai-episode.html,3,7,Shanghai,activity,Jade Buddha Temple,"99 Jiangning Rd, Putuo, Shanghai, China",Historical Buddhist temple - a must see.
shanghai-episode.html,3,7,Shanghai,restaurant,Yang's Fry Dumplings,"Quyang Rd, Hongkou, China",Delicious dumplings from the roadside.
shanghai-episode.html,3,7,Shanghai,restaurant,Nan Xiang Steamed Bun Restaurant,"85 Yuyuan Road,(2nd Flr) Huangpu, Shanghai",Try the male or female crab dishes.
shanghai-episode.html,3,7,Shanghai,restaurant,Jian'guo 328 Xiaoguan,"No.328 Jian Guo West Road, Shanghai 200031, China",Try the stuffed duck with Amazing service.
shanghai-episode.html,3,7,Shanghai,restaurant,Jia Jia Tang Bao,"Huanghe Lu, Shanghai, China",The Best Authentic Shanghai dumplings!
sicily-episode.html,1,6,Sicily,hotel,Hotel Sicilia,"Via Divisi, 99, 90133 Palermo, Italy",Basic establishments in the city center.
sicily-episode.html,1,6,Sicily,activity,Cuci Lampo,"Corso Calatafimi 922, Palermo, Italy",Custom tailored suits with amazing quality.
sicily-episode.html,1,6,Sicily,restaurant,Antica Focacceria San Francesco,"Via Alessandro Paternostro, 58, 90133 Palermo, Italy",Historical establishment with great food!
sicily-episode.html,1,6,Sicily,restaurant,Mercato di Capo (Market),"Via Volturno, Palermo, Italy",Explore all of the local treats and delicacies.
sicily-episode.html,1,6,Sicily,restaurant,Trattoria Cantina Siciliana Giuseppe,"Via Giudecca, 32, 91100 Trapani, Italy",Amazing little trattoria you have to see.
sicily-episode.html,1,6,Sicily,restaurant,Nievski Pub,"Alessi 15 /17, 95100 Catania, Sicily, Italy",Great fast food and friendly people.
singapore-episode.html,4,1,Singapore,hotel,Chianti villa,"Piazza Bucciarelli 47, 50020, Panzano in Chianti, Italy",Escape to this wonderful landscape in style.
singapore-episode.html,4,1,Singapore,activity,Fattoria Casaloste,"Via Montagliari, 32 50020 Panzano in Chianti - Firenze, Italy",Family vineyard.. see how it's really done.
singapore-episode.html,4,1,Singapore,restaurant,Ristorante Uccellina,"Collecchio, Italy",Italian style truck-stop.. delicious!
singapore-episode.html,4,1,Singapore,restaurant,Antica Macelleria Cecchini,"Via XX Luglio 11, Panzano in Chianti (Florence)","Try the pork, salami and other fresh meats."
singapore-episode.html,4,1,Singapore,restaurant,Larderia Mafalda,"Piazza Palestro, 2-5403 Colonnata",A lesson in larderia - lardo di Colonnata.
singapore-episode.html,4,1,Singapore,restaurant,Pizza Pie,"Viale XX Settembre, Radda in Chianti, Italy",Generous portions of authentic Italian pies.
south-carolina-episode.html,3,14,South Carolina,hotel,Market Pavilion Hotel,"225 E Bay St., Charleston, SC 29401",A splendid location you'll truly enjoy.
south-carolina-episode.html,3,14,South Carolina,activity,Civil War Reenactment at Boone Hall Plantation,"1235 Long Point Rd., Mount Pleasant, SC",Grasp the true history of this city.
south-carolina-episode.html,3,14,South Carolina,restaurant,Sweatman's BBQ,"Route 453 (Eutawville Rd.) Holly Hill, SC","Amazing BBQ, whole hogs and mustard sauce!"
south-carolina-episode.html,3,14,South Carolina,restaurant,Crosby's Fish and Shrimp,"Crosby Fish and Shrimp, 2223 Folly Rd., Charleston, SC",The freshest served oysters in the state!
south-carolina-episode.html,3,14,South Carolina,restaurant,Jestine's Kitchen,"251 Meeting St., Charleston, SC",Southern food at it's best & Coca-Cola cake.
south-carolina-episode.html,3,14,South Carolina,restaurant,TW Graham's Seafood,"810 Pinckney St, McClellanville, Charleston, SC",Pies but start with the deep-fried grouper.
south-florida-episode.html,2,2,South Florida,hotel,Raleigh Hotel,"1775 Collins Ave, Miami Beach, FL 33139",Art deco hotel located right off the beach.
south-florida-episode.html,2,2,South Florida,activity,Botanica Nena,"902 NW 27th Ave, Miami, FL 33125",Explore the religious are of Yoruba.
south-florida-episode.html,2,2,South Florida,restaurant,Chef Creole,"200 NW 54th St, Miami, FL 33127",Located in Little Haiti - amazing flavors.
south-florida-episode.html,2,2,South Florida,restaurant,Specialty International Sam Jack's,"2063 Opa Locka Blvd. Opa Locka, FL 33054",Authentic West African dishes.
south-florida-episode.html,2,2,South Florida,restaurant,Club Deuce Bar,"222 14th Street, Miami Beach, FL 33139",Highly recommended lively bar.
south-florida-episode.html,2,2,South Florida,restaurant,La Esquina Tropical,"1060 SW 8th Street, Miami, FL 33130",Complete menu with something for all.
spain-episode.html,4,17,Spain,hotel,Hotel Rural Els Casals,"08517 Sagas, Spain",Small rustic town in the Catalan country.
spain-episode.html,4,17,Spain,activity,Enric Rovira Chocolates,"Sant Geroni 17, 08296 Castellbelli El Vilar, Barcelona, Spain",See and taste the art of making chocolate.
spain-episode.html,4,17,Spain,restaurant,Espinaler Bodega,"Cami Ral, 1, 08340 Vilassar de mar, Spain",Espinaler sauce served with seafood.
spain-episode.html,4,17,Spain,restaurant,Espai Sucre,"Princesa 53, 08003 Barcelona, Spain","Delicious range of desserts, have some."
spain-episode.html,4,17,Spain,restaurant,Quimet & Quimet,"Poeta CabanYes, 25, Barcelona, CT 08004 Spain","A delightful vermouth bar, visit it!"
spain-episode.html,4,17,Spain,restaurant,Mugaritz,"Aldura aldea 20 zk, Errenteria 20100 Gipuzkoa, Spain",Authentic country-side meals in Spain.
sri-lanka-episode.html,5,9,Sri Lanka,hotel,The Galle Face Hotel,"2 Galle Rd., Colombo, Sri Lanka",Enjoy a good nights sleep after a full day.
sri-lanka-episode.html,5,9,Sri Lanka,activity,Foundation of Goodness Culinary School,"Temple Rd., Seenigama, Hikkaduwa, Sri Lanka",See how locals improve the culinary skills.
sri-lanka-episode.html,5,9,Sri Lanka,restaurant,Lakmal Tea Center,"92 West Ramadamare St., Colombo, Sri Lanka",Your top choice for authentic local breakfast.
sri-lanka-episode.html,5,9,Sri Lanka,restaurant,Dutch Burgher Union,"112 Reid Ave., Colombo, Sri Lanka",Try out the drinks and local beers.
sri-lanka-episode.html,5,9,Sri Lanka,restaurant,Katpahan,"244 Galle Rd., Colombo, Sri Lanka",Great little joint for Tamil cuisine.
sri-lanka-episode.html,5,9,Sri Lanka,restaurant,Barefoot Garden Cafe,"Galle Rd., Colombo, Sri Lanka",Try the curried pork with beef smore dish.
sweden-episode.html,2,5,Sweden,hotel,Lydmar Hotel,"Sodra Blasieholmshamnen 2, Stockholm 103 24, Sweden",High ceilings and wonderful water views.
sweden-episode.html,2,5,Sweden,activity,Skansen Glassworks Factory,"Djurgardsslätten 49-51, Stockholm, 115 93 Sweden",See how glass is made first-hand.
sweden-episode.html,2,5,Sweden,restaurant,Pelikan,"Blekingegatan 40, Stockholm, 116 62 Sweden","Be adventurous, try the pigs knuckles!"
sweden-episode.html,2,5,Sweden,restaurant,Lux,"Primusgatan 116, Stockholm, Sweden",The latest in modern Swedish cuisine.
sweden-episode.html,2,5,Sweden,restaurant,Maxi Grillen,Various locations across Sweden,"European style ""hot-dog"" stand, excellent"
sweden-episode.html,2,5,Sweden,restaurant,Market - Saluhall,"Ostermalmtorg Square, Sweden",Best place to experience true local cuisine.
sydney-episode.html,8,10,Sydney,hotel,ADGE Apartment Hotel,"222 Riley Street, Surry Hills, Sydney, Australia",Worthwhile boutique hotel - good prices.
sydney-episode.html,8,10,Sydney,activity,Sterling Barber Shop,"3/29 Brisbane St, Surry Hills NSW 2010","Good spot, make some new memories."
sydney-episode.html,8,10,Sydney,restaurant,Lord Dudley,"236 Jersey Rd, Woollahra NSW 2025",Authentic English pub - good atmosphere.
sydney-episode.html,8,10,Sydney,restaurant,Golden Century Seafood Restaurant,"393-399 Sussex St, Chinatown, Sydney NSW 2000",Great seafood selection - very good.
sydney-episode.html,8,10,Sydney,restaurant,Lanie Lane,"358 Cleveland St, Surry Hills NSW 2010",Restaurant with an upstairs music lounge.
sydney-episode.html,8,10,Sydney,restaurant,Chiswick Restaurant,"65 Ocean St, Woollahra NSW 2025",Lamb is the best choice at this place
sydney-episode.html,8,10,Sydney,restaurant,Porteno Restaurant,"358 Cleveland St, Surry Hills NSW 2010",High end eatery with a full menu.
sydney-episode.html,8,10,Sydney,restaurant,Harry's Cafe de Wheels,"Cowper Wharf Road, Woolloomooloo NSW 2011","Authentic Australian meat pie, excellent."
thailand-episode.html,5,16,Thailand,hotel,Secret Garden Chiang Mai,"54/1 Moo 5 , T. Mae Khue, Doisaket, Chiang Mai 50220, Thailand",Your typical oasis away from home.
thailand-episode.html,5,16,Thailand,activity,Bor Sang Umbrella Making Centre,"111/2 Bo Sang-Sankamphaeng Rd., Chiang Mai, Thailand",Learn how to make umbrellas from scratch.
thailand-episode.html,5,16,Thailand,restaurant,Khum Khantoke Restaurant,"139 Moo 4 Nong Pakrung, Amphur Muang, Chiang Mai 50000, Thailand",Meals come with nighttime performances.
thailand-episode.html,5,16,Thailand,restaurant,Sky Bar,"190 Silom Rd., Bangkok 10500, Thailand",Great cocktails from the lively bar.
thailand-episode.html,5,16,Thailand,restaurant,Ristr8to Coffee,"15/3 Nimmanhemin Road, Suthep, Chiang Mai 50200, Thailand",The best place to get your coffee.
thailand-episode.html,5,16,Thailand,restaurant,Vigie Sist Cafe,"200/3 Moon Muang Soi 6, Rachapakinai Road, Sriphoom, Chiang Mai 50200, Thailand",Great flavors and relaxing atmosphere.
tokyo-episode.html,4,16,Tokyo,hotel,Hiiragiya Ryokan,"Fuyacho Anekoji-agaru, Nakagyo-ku, Kyoto 604-8094, Japan",Get a good nights rest at this location.
tokyo-episode.html,4,16,Tokyo,activity,Rokkakudo Temple,"Rokkakudo Temple, Tokyo",Take a ikebana lesson (flower arrangements)
tokyo-episode.html,4,16,Tokyo,restaurant,Sarashina Horii,"3-11-4 Motoazabu, Minato-ku, Azabujuban District",Top spot for Japanese soba noodles.
tokyo-episode.html,4,16,Tokyo,restaurant,Toriki,"3-11-13 Hatanodai, Shinagawa-ku, Tokyo",Authentic Japanese yakitori dishes.
tokyo-episode.html,4,16,Tokyo,restaurant,Piano Bar,"1-25-10 Shibuya, Shibuya, Tokyo","Open late-late, serves great drinks."
tokyo-episode.html,4,16,Tokyo,restaurant,Sukiyabashi Jiro,"(B1 Tsukamoto Bldg.) 4-2-15 Ginza, Chuo-ku, Tokyo","Best sushi in the world, no exceptions!"
tuscany-episode.html,3,15,Tuscany,hotel,Chianti villa,"Piazza Bucciarelli 47, 50020, Panzano in Chianti, Italy",Escape to this wonderful landscape in style.
tuscany-episode.html,3,15,Tuscany,activity,Fattoria Casaloste,"Via Montagliari, 32 50020 Panzano in Chianti - Firenze, Italy",Family vineyard.. see how it's really done.
tuscany-episode.html,3,15,Tuscany,restaurant,Ristorante Uccellina,"Collecchio, Italy",Italian style truck-stop.. delicious!
tuscany-episode.html,3,15,Tuscany,restaurant,Antica Macelleria Cecchini,"Via XX Luglio 11, Panzano in Chianti (Florence)","Try the pork, salami and other fresh meats."
tuscany-episode.html,3,15,Tuscany,restaurant,Larderia Mafalda,"Piazza Palestro, 2-5403 Colonnata",A lesson in larderia - lardo di Colonnata.
tuscany-episode.html,3,15,Tuscany,restaurant,Pizza Pie,"Viale XX Settembre, Radda in Chianti, Italy",Generous portions of authentic Italian pies.
ukraine-episode.html,7,14,Ukraine,hotel,Zolotoy Kolos Resort Hotel,"9 Krasnoarmeyskaya Str, Alushta 98500, Ukraine",Good place to put your feet up and relax.
ukraine-episode.html,7,14,Ukraine,activity,Soviet Submarine Base,"Balaklava, Crimea, Ukraine","Historical Soviet era site, good times!"
ukraine-episode.html,7,14,Ukraine,restaurant,Salachick,"Bakhchisaray, Crimea, Ukraine",Islamic meals such as chickpea stew & kebabs.
ukraine-episode.html,7,14,Ukraine,restaurant,McFoxy,"Kiev, Kyiv city, Ukraine","The latest ""fast-food"" place, pretty good."
ukraine-episode.html,7,14,Ukraine,restaurant,Tatyanin Mys,"Nazukina St, 8, Sevastopol' city, Ukraine","Seafood lovers hot spot, try the squid."
ukraine-episode.html,7,14,Ukraine,restaurant,Cafe Musafir,"Gorkogo St., 21, Bakhchisaray 98400, Ukraine",Great local cafe with a comfort atmosphere.
uruguay-episode.html,4,14,Uruguay,hotel,Hotel L'Auberge,"Av Del Agua PDA 19 Brava, Punta del Este, 20100, Uruguay",Quite a lovely place to find some rest.
uruguay-episode.html,4,14,Uruguay,activity,Conrad Punta del Este Resort & Casino,"Avenida Barritz y Artigas, Parada 4, Punta del Este, 20100, Uruguay",Grab some drinks and play some slots.
uruguay-episode.html,4,14,Uruguay,restaurant,Garzon,"Plaza Garzon, Garzon, Uruguay",True country-style dishes you'll enjoy.
uruguay-episode.html,4,14,Uruguay,restaurant,Estancia del Puerto,"Mercado Del Puerto, Piedras 237, Montevideo, Uruguay",Plenty of grilled meat varieties.
uruguay-episode.html,4,14,Uruguay,restaurant,Chivitera Marcos,"Luis de la Torre 895, Punta Carretas, Montevideo, Uruguay",Some of the largest sandwiches you'll eat.
uruguay-episode.html,4,14,Uruguay,restaurant,Lo de Joselo,"Cabo Polonio, Rocha, Uruguay","Great bar with a hippie theme, visit!"
us-desert-episode.html,7,13,U.S. Desert,hotel,Spin and Margie's Desert Hideaway,"64491 29 Palms Highway, Joshua Tree, CA 92252",Worthwhile retreat in this desert get-a-way.
us-desert-episode.html,7,13,U.S. Desert,activity,Anthony Vineyards,"52-301 Enterprise Way, Coachella, CA 92236-2706",Visit a true vineyard and taste some of the wines.
us-desert-episode.html,7,13,U.S. Desert,restaurant,Pappy and Harriet's,"53688 Pioneertown Rd, Pioneertown, CA 92268",Awesome roadhouse with drinks and food.
us-desert-episode.html,7,13,U.S. Desert,restaurant,Lord Fletcher's,"70385 Highway 111, Rancho Mirage, CA 92270","If you love meat, get their prime rib."
us-desert-episode.html,7,13,U.S. Desert,restaurant,Joshua Tree Country Kitchen,"61768 29 Palms Hwy, Joshua Tree, CA, 92252",Famous spot to cure your hangovers.
us-desert-episode.html,7,13,U.S. Desert,restaurant,Crossroads Cafe & Tavern,"61715 29 Palms Hwy, Joshua Tree, CA 92252-2311","All around good food, especially breakfast."
us-heartland-episode.html,6,15,U.S. Heartland,hotel,Four Seasons Hotel Denver,"1111 14th Street, Denver, CO 80202",Fabulous hotel - amazing service and foods.
us-heartland-episode.html,6,15,U.S. Heartland,activity,Spice House,"1031 North Old World 3 St., Milwaukee, WI 53203",Largest collection of international spices.
us-heartland-episode.html,6,15,U.S. Heartland,restaurant,Kihachi Japanese Restaurant,"2667 Federated Blvd., Columbus, OH 43235",Great traditional Sushi bar.
us-heartland-episode.html,6,15,U.S. Heartland,restaurant,Mizuna,"225 East 7th Ave., Denver, CO 80203","Award winning, first class dining."
us-heartland-episode.html,6,15,U.S. Heartland,restaurant,Bacchus-Bartolotta Restaurant,"925 East Wells St., Milwaukee, WI 53202-3952",All of the dishes shine.
us-heartland-episode.html,6,15,U.S. Heartland,restaurant,Piccolo,"4302 Bryant Ave., South Minneapolis, MN 55409-1709","Small plates with amazing foods, try it."
us-heartland-episode.html,6,15,U.S. Heartland,restaurant,Perlas Seafood and Oyster Bar,"1400 S. Congress Ave., Austin, Texas 78704",It's difficult to find better oysters.
us-heartland-episode.html,6,15,U.S. Heartland,restaurant,Strauss Veal,"9775 South 60th St., Franklin, WI 53132-8644",Take advantage of the free-range veal.
us-heartland-episode.html,6,15,U.S. Heartland,restaurant,Gourdoughs,"1219 South Lamar Blvd., Austin, TX 78704",Made to order specialty donuts!.
us-heartland-episode.html,6,15,U.S. Heartland,restaurant,Sollys Grille,"4629 North Port Washington Rd., Milwaukee, WI 53212-1084",This is the official home of the butter burger.
us-heartland-episode.html,6,15,U.S. Heartland,restaurant,East Side Kings,"4302 Bryant Ave., South Minneapolis, MN 55409-1709",We highly recommend this Japanese fusion.
us-heartland-episode.html,6,15,U.S. Heartland,restaurant,Biker Jims Gourmet Hot Dogs,"16th St. and Arapahoe St., Denver, CO 80202","Ingredients include boar, reindeer and duck."
us-mexico-border-episode.html,2,8,US / Mexico Border,hotel,Crowne Plaza Nuevo Laredo,"Paseo Colon: 3333 Col. Jardin Nuevo Laredo, 88260 Mexico",Situated on the banks of the Rio Grande.
us-mexico-border-episode.html,2,8,US / Mexico Border,activity,River Boat Tour,Rio Grande River,The border between Mexico and US
us-mexico-border-episode.html,2,8,US / Mexico Border,restaurant,TB's Bar and Grill,"3806 Veterans Blvd, Del Rio, TX 78840-2859",Chicken-fried steak and Corona chicken.
us-mexico-border-episode.html,2,8,US / Mexico Border,restaurant,Piedras Negras,"Piedras Negras, COAH, Mexico",Delicious traditional tacos street food!
us-mexico-border-episode.html,2,8,US / Mexico Border,restaurant,Tortas Been,"Pasaje Balbanera, Mexico City",Your top spot to experience tortas.
us-mexico-border-episode.html,2,8,US / Mexico Border,restaurant,El Borrego Viudo,"Revolucion, Tacubaya, Miguel Hidalgo, Mexico",Grab some tacos anytime of the day / night.
us-southwest-episode.html,4,15,U.S. Southwest,hotel,The Abiqui Inn,"21120 U.S. 84, Abiquiu, NM 87510",Great care at this bed and breakfast.
us-southwest-episode.html,4,15,U.S. Southwest,activity,Shields Date Gardens,"80225 US Highway 111, Indio, CA",Just stroll and wonder amongst the trees.
us-southwest-episode.html,4,15,U.S. Southwest,restaurant,The Pepper Pot Restaurant,"207 West Hall, Hatch, NM 87937","If you like chili peppers, visit here."
us-southwest-episode.html,4,15,U.S. Southwest,restaurant,Alice Cooperstown Restaurant,"101 E. Jackson St., Phoenix, Ariz. 85004",Alice Cooper shrine and lively bar.
us-southwest-episode.html,4,15,U.S. Southwest,restaurant,Crazy Coyote Tacos,"13033 Fields Rd., Banning, CA 92220",Classic California meals on the road.
us-southwest-episode.html,4,15,U.S. Southwest,restaurant,Ski Inn,"9596 Ave. A, Bombay Beach, CA 92257",This place serves great dishes all day.
uzbekistan-episode.html,1,8,Uzbekistan,hotel,Amelia Hotel,"1 Bozor Hoja Street, Bukhara, Uzbekistan",Most popular rooms in this country.
uzbekistan-episode.html,1,8,Uzbekistan,activity,The Ark,"Mirzo Khait St, Bukhara, Uzbekistan",An impressive 5th century AD fortress.
uzbekistan-episode.html,1,8,Uzbekistan,restaurant,Silk Road Tea House,"Halim Ibodov 5, Bukhara, Uzbekistan",Be sure to explore the Jizak dish.
uzbekistan-episode.html,1,8,Uzbekistan,restaurant,Jumanji Restaurant,"Pedagogical Institute, Tashkent, Uzbekistan",Great choice of spicy Asia meals.
uzbekistan-episode.html,1,8,Uzbekistan,restaurant,Cafe Wishbone Bukhara,"Ulitsa Khakikat 1A, Bukhara 200100, Uzbekistan",Cafe featuring German & European Dishes.
uzbekistan-episode.html,1,8,Uzbekistan,restaurant,Minzifa,"Old Town 1st trading dome, Bukhara 200118, Uzbekistan",Grab the open-air balcony seaing.
vancouver-bc-episode.html,4,3,"Vancouver, BC",hotel,Opus Hotel,"322 Davie Street, Vancouver, British Columbia, Canada V6B 5Z6",Experience nature and BC fresh air!
vancouver-bc-episode.html,4,3,"Vancouver, BC",activity,Lynn Canyon Park,"Vancouver, British Columbia, Canada",Loaded with hiking trails for all ages.
vancouver-bc-episode.html,4,3,"Vancouver, BC",restaurant,JapaDog,"845 Burrard St, Vancouver, BC V6Z 2K6, Canada","Street food at it's best, try the hot dogs!"
vancouver-bc-episode.html,4,3,"Vancouver, BC",restaurant,Sooke Harbor House,"1528 Whiffen Spit Rd, Sooke, BC V0S 1N0, Canada",Ingredients are all ground surrounding.
vancouver-bc-episode.html,4,3,"Vancouver, BC",restaurant,Save-On-Meats,"43 Hastings Street West, Vancouver",Some tasty fast food that won't dissapoint.
vancouver-bc-episode.html,4,3,"Vancouver, BC",restaurant,Rangoli Restaurant,"1480 11th Avenue, Vancouver",Try out some authentic Indian dishes here.
venice-episode.html,5,2,Venice,hotel,Hotel Venezia,"Piazza 27 Ottobre, 91, 30175 Mestre, Venice, Italy",Very comfortable beds and central location.
venice-episode.html,5,2,Venice,activity,St Mark's Basilica,"Basilica in Venice, Italy","Italo-Byzantine architecture, famous church."
venice-episode.html,5,2,Venice,restaurant,Da Romano,"Calle Delle Clarisse, 6/A, 30141 Venezia, Italy",Goh risotto at this 100+ year old place.
